Open Time,Open,High,Low,Close,Close Time
2022-11-19 21:00:00,145.00000000,145.00000000,145.00000000,145.00000000,2022-11-19 21:00:59.999
2022-11-19 21:01:00,145.00000000,145.20100000,145.00000000,145.20100000,2022-11-19 21:01:59.999
2022-11-19 21:02:00,145.07200000,145.07200000,144.70400000,144.99500000,2022-11-19 21:02:59.999
2022-11-19 21:03:00,145.18100000,145.20000000,145.18100000,145.20000000,2022-11-19 21:03:59.999
2022-11-19 21:04:00,145.20000000,145.20000000,145.00000000,145.00000000,2022-11-19 21:04:59.999
2022-11-19 21:05:00,145.00200000,145.00200000,145.00200000,145.00200000,2022-11-19 21:05:59.999
2022-11-19 21:06:00,145.00200000,145.00200000,145.00200000,145.00200000,2022-11-19 21:06:59.999
2022-11-19 21:07:00,145.01000000,145.01000000,144.50000000,144.70200000,2022-11-19 21:07:59.999
2022-11-19 21:08:00,144.70300000,144.70300000,144.70300000,144.70300000,2022-11-19 21:08:59.999
2022-11-19 21:09:00,144.60000000,144.60000000,144.52800000,144.52800000,2022-11-19 21:09:59.999
2022-11-19 21:10:00,144.52900000,144.52900000,144.52900000,144.52900000,2022-11-19 21:10:59.999
2022-11-19 21:11:00,144.53900000,144.88500000,144.52900000,144.88500000,2022-11-19 21:11:59.999
2022-11-19 21:12:00,144.83300000,144.83500000,144.52800000,144.52800000,2022-11-19 21:12:59.999
2022-11-19 21:13:00,144.52800000,144.85500000,144.52800000,144.52800000,2022-11-19 21:13:59.999
2022-11-19 21:14:00,144.52800000,144.52800000,144.52800000,144.52800000,2022-11-19 21:14:59.999
2022-11-19 21:15:00,145.03500000,145.10500000,145.03500000,145.10100000,2022-11-19 21:15:59.999
2022-11-19 21:16:00,144.63700000,145.09300000,144.63700000,145.09300000,2022-11-19 21:16:59.999
2022-11-19 21:17:00,144.67300000,144.67300000,144.67300000,144.67300000,2022-11-19 21:17:59.999
2022-11-19 21:18:00,144.71000000,144.71000000,144.69800000,144.69800000,2022-11-19 21:18:59.999
2022-11-19 21:19:00,144.80000000,145.07600000,144.80000000,144.80000000,2022-11-19 21:19:59.999
2022-11-19 21:20:00,144.80100000,145.09300000,144.80000000,145.09300000,2022-11-19 21:20:59.999
