Open Time,Open,High,Low,Close,Close Time
2022-01-20 13:00:00,42.19000000,42.19000000,42.19000000,42.19000000,2022-01-20 13:00:59.999
2022-01-20 13:01:00,42.19000000,42.19000000,42.19000000,42.19000000,2022-01-20 13:01:59.999
2022-01-20 13:02:00,42.21000000,42.21000000,42.20000000,42.20000000,2022-01-20 13:02:59.999
2022-01-20 13:03:00,42.20000000,42.22000000,42.20000000,42.22000000,2022-01-20 13:03:59.999
2022-01-20 13:04:00,42.21000000,42.21000000,42.20000000,42.20000000,2022-01-20 13:04:59.999
2022-01-20 13:05:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:05:59.999
2022-01-20 13:06:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:06:59.999
2022-01-20 13:07:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:07:59.999
2022-01-20 13:08:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:08:59.999
2022-01-20 13:09:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:09:59.999
2022-01-20 13:10:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:10:59.999
2022-01-20 13:11:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:11:59.999
2022-01-20 13:12:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:12:59.999
2022-01-20 13:13:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:13:59.999
2022-01-20 13:14:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:14:59.999
2022-01-20 13:15:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:15:59.999
2022-01-20 13:16:00,42.24000000,42.30000000,42.24000000,42.30000000,2022-01-20 13:16:59.999
2022-01-20 13:17:00,42.31000000,42.31000000,42.16000000,42.18000000,2022-01-20 13:17:59.999
2022-01-20 13:18:00,42.22000000,42.24000000,42.22000000,42.24000000,2022-01-20 13:18:59.999
2022-01-20 13:19:00,42.24000000,42.39000000,42.24000000,42.39000000,2022-01-20 13:19:59.999
2022-01-20 13:20:00,42.39000000,42.39000000,42.39000000,42.39000000,2022-01-20 13:20:59.999
2022-01-20 13:21:00,42.39000000,42.39000000,42.39000000,42.39000000,2022-01-20 13:21:59.999
2022-01-20 13:22:00,42.31000000,42.39000000,42.31000000,42.39000000,2022-01-20 13:22:59.999
2022-01-20 13:23:00,42.24000000,42.24000000,42.24000000,42.24000000,2022-01-20 13:23:59.999
2022-01-20 13:24:00,42.24000000,42.24000000,42.24000000,42.24000000,2022-01-20 13:24:59.999
2022-01-20 13:25:00,42.22000000,42.22000000,42.18000000,42.18000000,2022-01-20 13:25:59.999
2022-01-20 13:26:00,42.17000000,42.17000000,42.17000000,42.17000000,2022-01-20 13:26:59.999
2022-01-20 13:27:00,42.15000000,42.15000000,42.15000000,42.15000000,2022-01-20 13:27:59.999
2022-01-20 13:28:00,42.25000000,42.25000000,42.15000000,42.25000000,2022-01-20 13:28:59.999
2022-01-20 13:29:00,42.25000000,42.25000000,42.25000000,42.25000000,2022-01-20 13:29:59.999
2022-01-20 13:30:00,42.25000000,42.25000000,42.25000000,42.25000000,2022-01-20 13:30:59.999
2022-01-20 13:31:00,42.14000000,42.14000000,42.14000000,42.14000000,2022-01-20 13:31:59.999
2022-01-20 13:32:00,42.14000000,42.14000000,42.14000000,42.14000000,2022-01-20 13:32:59.999
2022-01-20 13:33:00,42.14000000,42.14000000,42.14000000,42.14000000,2022-01-20 13:33:59.999
2022-01-20 13:34:00,42.14000000,42.14000000,42.14000000,42.14000000,2022-01-20 13:34:59.999
2022-01-20 13:35:00,42.30000000,42.33000000,42.30000000,42.33000000,2022-01-20 13:35:59.999
2022-01-20 13:36:00,42.33000000,42.36000000,42.33000000,42.36000000,2022-01-20 13:36:59.999
2022-01-20 13:37:00,42.36000000,42.37000000,42.36000000,42.36000000,2022-01-20 13:37:59.999
2022-01-20 13:38:00,42.36000000,42.36000000,42.36000000,42.36000000,2022-01-20 13:38:59.999
2022-01-20 13:39:00,42.36000000,42.36000000,42.36000000,42.36000000,2022-01-20 13:39:59.999
2022-01-20 13:40:00,42.36000000,42.36000000,42.36000000,42.36000000,2022-01-20 13:40:59.999
2022-01-20 13:41:00,42.25000000,42.25000000,42.25000000,42.25000000,2022-01-20 13:41:59.999
2022-01-20 13:42:00,42.29000000,42.29000000,42.29000000,42.29000000,2022-01-20 13:42:59.999
2022-01-20 13:43:00,42.29000000,42.29000000,42.29000000,42.29000000,2022-01-20 13:43:59.999
2022-01-20 13:44:00,42.29000000,42.29000000,42.28000000,42.28000000,2022-01-20 13:44:59.999
2022-01-20 13:45:00,42.25000000,42.25000000,42.25000000,42.25000000,2022-01-20 13:45:59.999
2022-01-20 13:46:00,42.27000000,42.27000000,42.27000000,42.27000000,2022-01-20 13:46:59.999
2022-01-20 13:47:00,42.27000000,42.27000000,42.27000000,42.27000000,2022-01-20 13:47:59.999
2022-01-20 13:48:00,42.27000000,42.27000000,42.27000000,42.27000000,2022-01-20 13:48:59.999
2022-01-20 13:49:00,42.22000000,42.22000000,42.22000000,42.22000000,2022-01-20 13:49:59.999
2022-01-20 13:50:00,42.22000000,42.22000000,42.21000000,42.21000000,2022-01-20 13:50:59.999
2022-01-20 13:51:00,42.22000000,42.22000000,42.20000000,42.20000000,2022-01-20 13:51:59.999
2022-01-20 13:52:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:52:59.999
2022-01-20 13:53:00,42.20000000,42.20000000,42.20000000,42.20000000,2022-01-20 13:53:59.999
2022-01-20 13:54:00,42.23000000,42.23000000,42.23000000,42.23000000,2022-01-20 13:54:59.999
