Open Time,Open,High,Low,Close,Close Time
2022-05-12 21:00:00,68.40000000,68.60000000,67.80000000,67.80000000,2022-05-12 21:00:59.999
2022-05-12 21:01:00,66.60000000,67.50000000,66.60000000,67.00000000,2022-05-12 21:01:59.999
2022-05-12 21:02:00,67.90000000,68.00000000,67.10000000,67.50000000,2022-05-12 21:02:59.999
2022-05-12 21:03:00,67.20000000,67.40000000,65.90000000,66.00000000,2022-05-12 21:03:59.999
2022-05-12 21:04:00,66.30000000,66.30000000,65.30000000,66.00000000,2022-05-12 21:04:59.999
2022-05-12 21:05:00,66.00000000,67.50000000,65.50000000,67.50000000,2022-05-12 21:05:59.999
2022-05-12 21:06:00,67.50000000,68.40000000,66.70000000,67.60000000,2022-05-12 21:06:59.999
2022-05-12 21:07:00,67.90000000,67.90000000,67.00000000,67.10000000,2022-05-12 21:07:59.999
2022-05-12 21:08:00,66.80000000,67.50000000,66.80000000,67.10000000,2022-05-12 21:08:59.999
2022-05-12 21:09:00,67.10000000,67.10000000,66.90000000,66.90000000,2022-05-12 21:09:59.999
2022-05-12 21:10:00,66.90000000,67.50000000,66.80000000,67.50000000,2022-05-12 21:10:59.999
2022-05-12 21:11:00,67.50000000,68.00000000,67.50000000,67.80000000,2022-05-12 21:11:59.999
2022-05-12 21:12:00,67.80000000,68.30000000,67.50000000,67.80000000,2022-05-12 21:12:59.999
2022-05-12 21:13:00,67.80000000,67.80000000,66.40000000,66.40000000,2022-05-12 21:13:59.999
2022-05-12 21:14:00,66.40000000,66.60000000,65.90000000,66.40000000,2022-05-12 21:14:59.999
2022-05-12 21:15:00,66.40000000,67.00000000,66.00000000,66.80000000,2022-05-12 21:15:59.999
2022-05-12 21:16:00,66.70000000,68.80000000,66.00000000,66.30000000,2022-05-12 21:16:59.999
2022-05-12 21:17:00,66.30000000,66.40000000,65.00000000,65.10000000,2022-05-12 21:17:59.999
2022-05-12 21:18:00,65.10000000,65.50000000,64.90000000,65.20000000,2022-05-12 21:18:59.999
2022-05-12 21:19:00,65.10000000,65.70000000,64.90000000,64.90000000,2022-05-12 21:19:59.999
2022-05-12 21:20:00,64.80000000,64.90000000,64.80000000,64.90000000,2022-05-12 21:20:59.999
2022-05-12 21:21:00,64.90000000,64.90000000,64.20000000,64.40000000,2022-05-12 21:21:59.999
2022-05-12 21:22:00,64.10000000,64.10000000,63.00000000,63.80000000,2022-05-12 21:22:59.999
2022-05-12 21:23:00,63.50000000,64.20000000,63.50000000,63.50000000,2022-05-12 21:23:59.999
2022-05-12 21:24:00,63.80000000,64.10000000,63.70000000,64.00000000,2022-05-12 21:24:59.999
2022-05-12 21:25:00,64.00000000,64.00000000,63.00000000,63.00000000,2022-05-12 21:25:59.999
2022-05-12 21:26:00,63.00000000,63.00000000,62.40000000,62.40000000,2022-05-12 21:26:59.999
2022-05-12 21:27:00,62.30000000,62.30000000,62.00000000,62.10000000,2022-05-12 21:27:59.999
2022-05-12 21:28:00,62.10000000,62.10000000,61.90000000,62.00000000,2022-05-12 21:28:59.999
2022-05-12 21:29:00,61.50000000,62.00000000,61.30000000,61.90000000,2022-05-12 21:29:59.999
2022-05-12 21:30:00,61.90000000,61.90000000,60.50000000,60.50000000,2022-05-12 21:30:59.999
2022-05-12 21:31:00,61.00000000,61.00000000,59.90000000,60.00000000,2022-05-12 21:31:59.999
2022-05-12 21:32:00,60.00000000,60.00000000,59.10000000,59.40000000,2022-05-12 21:32:59.999
2022-05-12 21:33:00,59.40000000,59.80000000,59.40000000,59.80000000,2022-05-12 21:33:59.999
2022-05-12 21:34:00,59.40000000,59.50000000,59.40000000,59.40000000,2022-05-12 21:34:59.999
2022-05-12 21:35:00,60.20000000,60.70000000,60.20000000,60.20000000,2022-05-12 21:35:59.999
2022-05-12 21:36:00,60.20000000,61.50000000,60.10000000,61.50000000,2022-05-12 21:36:59.999
2022-05-12 21:37:00,60.20000000,62.10000000,60.20000000,61.30000000,2022-05-12 21:37:59.999
2022-05-12 21:38:00,61.30000000,61.60000000,60.50000000,60.80000000,2022-05-12 21:38:59.999
2022-05-12 21:39:00,60.80000000,60.90000000,60.50000000,60.80000000,2022-05-12 21:39:59.999
2022-05-12 21:40:00,60.50000000,61.80000000,60.50000000,61.30000000,2022-05-12 21:40:59.999
2022-05-12 21:41:00,62.00000000,62.10000000,62.00000000,62.10000000,2022-05-12 21:41:59.999
2022-05-12 21:42:00,62.20000000,63.10000000,62.00000000,63.10000000,2022-05-12 21:42:59.999
2022-05-12 21:43:00,63.60000000,65.50000000,63.60000000,64.90000000,2022-05-12 21:43:59.999
2022-05-12 21:44:00,64.70000000,65.30000000,63.40000000,65.20000000,2022-05-12 21:44:59.999
2022-05-12 21:45:00,65.10000000,66.70000000,65.10000000,65.50000000,2022-05-12 21:45:59.999
2022-05-12 21:46:00,65.20000000,66.00000000,63.80000000,63.80000000,2022-05-12 21:46:59.999
2022-05-12 21:47:00,64.00000000,64.00000000,63.20000000,63.80000000,2022-05-12 21:47:59.999
2022-05-12 21:48:00,63.60000000,63.90000000,63.10000000,63.90000000,2022-05-12 21:48:59.999
2022-05-12 21:49:00,63.60000000,63.60000000,63.30000000,63.30000000,2022-05-12 21:49:59.999
2022-05-12 21:50:00,63.00000000,63.30000000,62.90000000,63.30000000,2022-05-12 21:50:59.999
2022-05-12 21:51:00,63.90000000,63.90000000,63.30000000,63.30000000,2022-05-12 21:51:59.999
2022-05-12 21:52:00,63.50000000,63.50000000,63.50000000,63.50000000,2022-05-12 21:52:59.999
2022-05-12 21:53:00,63.50000000,64.30000000,63.10000000,64.30000000,2022-05-12 21:53:59.999
2022-05-12 21:54:00,64.40000000,64.40000000,64.20000000,64.20000000,2022-05-12 21:54:59.999
2022-05-12 21:55:00,63.20000000,64.00000000,63.10000000,63.10000000,2022-05-12 21:55:59.999
